CI360724CO;1497432717241;1498123917241;1;[7,5]
CI050501LA;1497346317287;1498123917287;2;[]
CI591586TI;1497432717287;1498123917287;1;[5,4]
CI884303AD;1497432717287;1498123917287;1;[]
CI774217PU;1497519117288;1498123917288;2;[5]
CI451525ZZ;1497519117288;1498123917288;1;[]
CI732038ZZ;1498037517288;1498123917288;2;[9]
CI491199ZZ;1497691917288;1498123917288;1;[1]
CI980014SA;1497691917288;1498123917288;2;[1,6]
CI146480SP;1497346317291;1498123917291;2;[7,9]
CI219825WA;1498037517291;1498123917291;1;[]
CI764314DU;1497519117291;1498123917291;1;[7]
CI748848EL;1498037517291;1498123917291;1;[7,3]
CI303982CO;1497346317291;1498123917291;2;[2,4]
CI397120LL;1497519117291;1498123917291;2;[2,6]
CI697313CH;1497691917291;1498123917291;2;[2]
CI933429NO;1498037517291;1498123917291;2;[5,4]
CI760502DO;1498037517291;1498123917291;1;[5,2]
CI846304VE;1497519117292;1498123917292;1;[7,9]
CI258350SL;1497778317292;1498123917292;1;[3]
CI522236ÁV;1497519117292;1498123917292;1;[]
CI864268PO;1497173517292;1498123917292;1;[]
CI395307FO;1497432717292;1498123917292;1;[6,5]
CI234144TR;1497951117292;1498123917292;1;[]
CI909554SA;1497259917292;1498123917292;2;[8,5]
CI732038ZZ;1498037517292;1498123917292;2;[5,2]
CI254974DE;1497864717292;1498123917292;1;[]
CI745481VI;1497519117292;1498123917292;2;[]
CI115940PA;1497087117292;1498123917292;2;[5]
CI882543OK;1497519117293;1498123917293;2;[6,1]
CI962314ED;1497691917293;1498123917293;1;[6,9]
CI970073BA;1497173517293;1498123917293;2;[3,3]
CI857470FA;1497432717293;1498123917293;2;[8]
CI281671KO;1497778317293;1498123917293;1;[]
CI704571ZW;1497951117293;1498123917293;2;[7]
CI347133ZZ;1497951117293;1498123917293;2;[6,5]
CI947445TO;1497173517293;1498123917293;2;[6]
CI132204PI;1497778317293;1498123917293;2;[9,2]
CI861854PA;1497605517293;1498123917293;1;[9]
CI289908UB;1498037517293;1498123917293;1;[]
CI166250GO;1497778317293;1498123917293;2;[]
CI003763AG;1497864717294;1498123917294;1;[]
CI097279VI;1497519117294;1498123917294;1;[9,3]
CI987921GA;1497864717294;1498123917294;2;[6,9]
CI837474LA;1497691917294;1498123917294;1;[8]
CI537754AB;1497778317294;1498123917294;1;[4]
CI044047OO;1498037517294;1498123917294;2;[]
CI425892ZZ;1497432717294;1498123917294;2;[]
CI134885HA;1497605517294;1498123917294;1;[4,6]
CI092261SE;1497778317294;1498123917294;2;[7,3]
CI936206BL;1497691917294;1498123917294;2;[2,5]
CI962314ED;1497519117294;1498123917294;1;[2,3]
CI764547LY;1497951117294;1498123917294;1;[]
CI150587ZU;1497259917295;1498123917295;2;[1]
CI791429PU;1497432717295;1498123917295;1;[]
CI266088ZZ;1497173517295;1498123917295;1;[]
CI350689MA;1497173517295;1498123917295;1;[3]
CI151368SA;1498037517295;1498123917295;2;[9]
CI378054DE;1497519117295;1498123917295;1;[9,9]
CI904049NE;1497259917295;1498123917295;2;[2]
CI936883HO;1497346317295;1498123917295;2;[7,9]
CI254974DE;1497691917295;1498123917295;2;[3]
CI254741ZZ;1498037517295;1498123917295;1;[2,4]
CI480723BE;1497605517295;1498123917295;2;[]
CI209183CA;1497605517295;1498123917295;1;[5]
CI591752TR;1498037517295;1498123917295;2;[8]
CI271416KA;1497259917296;1498123917296;1;[1]
CI576344HE;1497346317296;1498123917296;1;[]
CI328938LI;1497778317296;1498123917296;1;[]
CI2675494T;1497432717296;1498123917296;2;[2,2]
CI028293GE;1497259917296;1498123917296;2;[4,8]
CI115940PA;1497605517296;1498123917296;1;[7]
CI107331AT;1497864717296;1498123917296;2;[8,2]
CI068600BA;1497951117296;1498123917296;1;[]
CI067530FI;1497778317296;1498123917296;2;[]
CI056841BO;1497346317296;1498123917296;1;[3,2]
CI861854PA;1497691917296;1498123917296;2;[]
CI056075GU;1497864717296;1498123917296;1;[]
CI947528PI;1497519117296;1498123917296;1;[]
CI529596ZE;1497087117296;1498123917296;2;[4,7]
CI065810PL;1497087117297;1498123917297;2;[3]
CI474640VE;1497864717297;1498123917297;1;[8]
CI548849SO;1497173517297;1498123917297;2;[]
CI444388VE;1497519117297;1498123917297;2;[1]
CI794811AR;1497346317297;1498123917297;1;[7,5]
CI849159CH;1497778317297;1498123917297;1;[1,4]
CI049440TI;1497605517297;1498123917297;1;[7,4]
CI659088HA;1497432717297;1498123917297;1;[9]
CI053264ZZ;1497259917297;1498123917297;2;[]
CI717744CI;1497173517297;1498123917297;1;[5]
CI317097KE;1497864717297;1498123917297;1;[]
CI993828HO;1497951117297;1498123917297;2;[]
CI631118FE;1497259917297;1498123917297;1;[]
CI368933SI;1497691917298;1498123917298;2;[3,1]
CI596547OR;1497346317298;1498123917298;1;[]
CI022196GA;1497951117298;1498123917298;1;[7]
CI328938LI;1497087117298;1498123917298;1;[6,4]
CI973123AK;1497778317298;1498123917298;1;[8,4]
CI670485MA;1497691917298;1498123917298;1;[]
CI029782WH;1497346317298;1498123917298;2;[9]
CI902900PL;1497346317298;1498123917298;2;[4]
CI144511CH;1497864717298;1498123917298;1;[6,5]
CI949061GS;1497346317298;1498123917298;1;[9]
CI516577DE;1497346317298;1498123917298;1;[]
CI854863TU;1497864717298;1498123917298;1;[]
CI597951CO;1498037517298;1498123917298;1;[5]
CI548849SO;1497778317298;1498123917298;2;[3]
CI213524CO;1497259917299;1498123917299;2;[]
CI902900PL;1497605517299;1498123917299;2;[]
CI608910MA;1497864717299;1498123917299;2;[7]
CI558585EL;1497432717299;1498123917299;1;[]
CI139974BE;1497691917299;1498123917299;2;[9,4]
CI007095BI;1497519117299;1498123917299;2;[3,6]
CI958044ME;1497519117299;1498123917299;1;[7]
CI249671AN;1498037517299;1498123917299;2;[]
CI325331KU;1497087117299;1498123917299;1;[5]
CI189549KA;1497346317299;1498123917299;2;[7,8]
CI018191AS;1497259917299;1498123917299;2;[5]
CI286390RH;1497951117299;1498123917299;1;[5]
CI924979LE;1497864717299;1498123917299;2;[]
CI393647BR;1497259917299;1498123917299;1;[1]
CI715325PA;1497864717300;1498123917300;2;[7,6]
CI056841BO;1498037517300;1498123917300;1;[6]
CI166250GO;1497173517300;1498123917300;2;[4]
CI781806PH;1497432717300;1498123917300;2;[]
CI647989VI;1497691917300;1498123917300;2;[5,7]
CI160448WO;1497432717300;1498123917300;1;[]
CI154011GA;1497691917300;1498123917300;2;[6,2]
CI438819CA;1497259917300;1498123917300;2;[]
CI550201LA;1497259917300;1498123917300;2;[4,5]
CI115940PA;1497778317300;1498123917300;1;[]
CI925461LI;1497432717300;1498123917300;2;[6,9]
CI569129CO;1497951117300;1498123917300;2;[5]
CI508370MI;1497691917300;1498123917300;1;[]
CI425892ZZ;1497432717301;1498123917301;1;[7]
CI721987EL;1497691917301;1498123917301;2;[4]
CI734174ZZ;1497259917301;1498123917301;2;[2]
CI346263RE;1497087117301;1498123917301;2;[]
CI754896SA;1497087117301;1498123917301;2;[3,2]
CI725438NO;1497346317301;1498123917301;2;[3]
CI199857SA;1497173517301;1498123917301;1;[]
CI919618PA;1498037517301;1498123917301;2;[6,3]
CI064325BA;1497087117301;1498123917301;1;[8,1]
